state_ut,district_name,intervention,rank,ev_score,expected_access_gain,est_cost_tier,confidence,p_addresses_need,p_wrong,benefit,trigger_signals,rationale,not_recommended_flag,not_recommended_reason
Bihar,Darbhanga,Mobile primary care clinic,3,0.3033,37.8,High,Low,0.713,0.54,1.161,"planning_category=phantom_desert_or_verification_gap | trustworthy_supply_rate=7% | capacity_observed_rate=13% | observed_capacity_median=85 | fragility: district uncertainty: higher, high needs-review rate (93%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Bihar,Darbhanga,Community health worker outreach,4,0.1362,18.1,Medium,Low,0.51,0.54,0.779,"needs_human_review_rate=93% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, high needs-review rate (93%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Bihar,Darbhanga,Pharmacy-based chronic care screening,5,0.007,10.8,Low-Medium,Low,0.414,0.54,0.571,"high_bp_pct=20% | high_blood_sugar_pct=16% | ncd_signal_rate=47% | diagnostic_signal_rate=60% | fragility: district uncertainty: higher, high needs-review rate (93%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Bihar,Darbhanga,OB referral network + prenatal telehealth & transport,6,-0.0587,15.5,Medium-High,Low,0.486,0.54,0.697,"institutional_birth_5y_pct=70% | anaemia_w15_49_pct=61% | maternity_signal_rate=80% | fragility: district uncertainty: higher, high needs-review rate (93%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Bihar,Darbhanga,Telehealth-first program,7,0.2041,20.0,Low,Low,0.413,0.69,1.185,"trustworthy_supply_rate=7% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, high needs-review rate (93%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Punjab,Fatehgarh Sahib,Verify-first data / records campaign,1,0.6054,26.6,Low,Low,0.744,0.83,0.978,"planning_category=mixed_or_monitor | needs_human_review_rate=100% | critical_supply_gap_rate=75% | fragility: district uncertainty: higher, small observed sample (4 rows), high needs-review rate (100%), high critical-supply-gap rate (75%), wide supply CI (5-70%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Punjab,Fatehgarh Sahib,PM-JAY / insurance enrollment support,2,0.258,17.9,Low,Low,0.607,0.83,0.808,"hh_health_insurance_pct=35% | planning_category=mixed_or_monitor | fragility: district uncertainty: higher, small observed sample (4 rows), high needs-review rate (100%), high critical-supply-gap rate (75%), wide supply CI (5-70%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Punjab,Fatehgarh Sahib,Community health worker outreach,3,0.1352,16.1,Medium,Low,0.57,0.83,0.771,"needs_human_review_rate=100% | contact_evidence_rate=75% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (4 rows), high needs-review rate (100%), high critical-supply-gap rate (75%), wide supply CI (5-70%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Punjab,Fatehgarh Sahib,Pharmacy-based chronic care screening,4,-0.0353,9.0,Low-Medium,Low,0.45,0.83,0.547,"high_bp_pct=33% | high_blood_sugar_pct=17% | ncd_signal_rate=50% | diagnostic_signal_rate=50% | fragility: district uncertainty: higher, small observed sample (4 rows), high needs-review rate (100%), high critical-supply-gap rate (75%), wide supply CI (5-70%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Punjab,Fatehgarh Sahib,Mobile primary care clinic,5,-0.1353,18.0,High,Low,0.61,0.83,0.809,"planning_category=mixed_or_monitor | trustworthy_supply_rate=25% | capacity_observed_rate=50% | observed_capacity_median=31 | fragility: district uncertainty: higher, small observed sample (4 rows), high needs-review rate (100%), high critical-supply-gap rate (75%), wide supply CI (5-70%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Punjab,Fatehgarh Sahib,OB referral network + prenatal telehealth & transport,6,-0.2226,9.3,Medium-High,Low,0.456,0.83,0.556,"institutional_birth_5y_pct=97% | anaemia_w15_49_pct=65% | maternity_signal_rate=50% | fragility: district uncertainty: higher, small observed sample (4 rows), high needs-review rate (100%), high critical-supply-gap rate (75%), wide supply CI (5-70%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Punjab,Fatehgarh Sahib,Telehealth-first program,7,-0.0231,10.7,Low,Low,0.367,0.95,0.884,"trustworthy_supply_rate=25% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (4 rows), high needs-review rate (100%), high critical-supply-gap rate (75%), wide supply CI (5-70%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Bihar,Muzaffarpur,Verify-first data / records campaign,1,0.717,41.3,Low,Medium,0.821,0.37,0.987,"planning_category=phantom_desert_or_verification_gap | needs_human_review_rate=86% | critical_supply_gap_rate=57% | fragility: district uncertainty: medium, high needs-review rate (86%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Bihar,Muzaffarpur,PM-JAY / insurance enrollment support,2,0.6514,41.5,Low,Medium,0.727,0.37,1.12,"hh_health_insurance_pct=13% | planning_category=phantom_desert_or_verification_gap | fragility: district uncertainty: medium, high needs-review rate (86%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Bihar,Muzaffarpur,Mobile primary care clinic,3,0.2917,38.5,High,Medium,0.687,0.37,1.099,"planning_category=phantom_desert_or_verification_gap | trustworthy_supply_rate=7% | capacity_observed_rate=29% | observed_capacity_median=88 | fragility: district uncertainty: medium, high needs-review rate (86%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Bihar,Muzaffarpur,Community health worker outreach,4,0.1295,18.6,Medium,Medium,0.493,0.37,0.741,"needs_human_review_rate=86% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, high needs-review rate (86%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Bihar,Muzaffarpur,Pharmacy-based chronic care screening,5,0.0452,12.4,Low-Medium,Medium,0.421,0.37,0.579,"high_bp_pct=21% | high_blood_sugar_pct=14% | ncd_signal_rate=43% | diagnostic_signal_rate=50% | fragility: district uncertainty: medium, high needs-review rate (86%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Bihar,Muzaffarpur,OB referral network + prenatal telehealth & transport,6,-0.0052,17.7,Medium-High,Medium,0.493,0.37,0.704,"institutional_birth_5y_pct=72% | anaemia_w15_49_pct=59% | maternity_signal_rate=64% | fragility: district uncertainty: medium, high needs-review rate (86%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Bihar,Muzaffarpur,Telehealth-first program,7,0.2385,22.4,Low,Low,0.412,0.52,1.173,"trustworthy_supply_rate=7% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, high needs-review rate (86%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Uttar Pradesh,Ghazipur,PM-JAY / insurance enrollment support,1,0.529,34.0,Low,Medium,0.742,0.46,0.952,"hh_health_insurance_pct=11% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium, small observed sample (3 rows), wide supply CI (21-94%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Uttar Pradesh,Ghazipur,Verify-first data / records campaign,2,0.1547,12.2,Low,Medium,0.485,0.46,0.524,"planning_category=mixed_or_monitor | needs_human_review_rate=67% | critical_supply_gap_rate=67% | fragility: district uncertainty: medium, small observed sample (3 rows), wide supply CI (21-94%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Uttar Pradesh,Ghazipur,Pharmacy-based chronic care screening,3,0.0288,11.7,Low-Medium,Medium,0.457,0.46,0.534,"high_bp_pct=17% | high_blood_sugar_pct=11% | ncd_signal_rate=0% | diagnostic_signal_rate=0% | fragility: district uncertainty: medium, small observed sample (3 rows), wide supply CI (21-94%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Uttar Pradesh,Ghazipur,Community health worker outreach,4,-0.0022,11.9,Medium,Medium,0.45,0.46,0.548,"needs_human_review_rate=67% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (3 rows), wide supply CI (21-94%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Uttar Pradesh,Ghazipur,Mobile primary care clinic,5,-0.0588,21.0,High,Medium,0.59,0.46,0.74,"planning_category=mixed_or_monitor | trustworthy_supply_rate=67% | capacity_observed_rate=0% | fragility: district uncertainty: medium, small observed sample (3 rows), wide supply CI (21-94%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Uttar Pradesh,Ghazipur,OB referral network + prenatal telehealth & transport,6,-0.1618,10.3,Medium-High,Medium,0.431,0.46,0.497,"institutional_birth_5y_pct=88% | anaemia_w15_49_pct=46% | maternity_signal_rate=67% | fragility: district uncertainty: medium, small observed sample (3 rows), wide supply CI (21-94%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Uttar Pradesh,Ghazipur,Telehealth-first program,7,-0.086,6.9,Low,Low,0.263,0.46,0.548,"trustworthy_supply_rate=67% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (3 rows), wide supply CI (21-94%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",False,
Maharastra,Ratnagiri,PM-JAY / insurance enrollment support,1,0.5009,31.5,Low,Low,0.709,0.54,0.973,"hh_health_insurance_pct=17% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (4-62%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Maharastra,Ratnagiri,Verify-first data / records campaign,2,0.2069,14.2,Low,Low,0.512,0.54,0.608,"planning_category=mixed_or_monitor | needs_human_review_rate=80% | critical_supply_gap_rate=80% | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (4-62%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Maharastra,Ratnagiri,Mobile primary care clinic,3,0.1102,29.0,High,Low,0.67,0.54,0.947,"planning_category=mixed_or_monitor | trustworthy_supply_rate=20% | capacity_observed_rate=20% | observed_capacity_median=12 | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (4-62%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Maharastra,Ratnagiri,Community health worker outreach,4,0.0456,14.0,Medium,Low,0.48,0.54,0.639,"needs_human_review_rate=80% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (4-62%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Maharastra,Ratnagiri,Pharmacy-based chronic care screening,5,-0.0131,9.9,Low-Medium,Low,0.42,0.54,0.515,"high_bp_pct=33% | high_blood_sugar_pct=17% | ncd_signal_rate=40% | diagnostic_signal_rate=80% | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (4-62%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Maharastra,Ratnagiri,OB referral network + prenatal telehealth & transport,6,-0.2142,8.4,Medium-High,Low,0.391,0.54,0.47,"institutional_birth_5y_pct=98% | anaemia_w15_49_pct=43% | maternity_signal_rate=80% | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (4-62%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Maharastra,Ratnagiri,Telehealth-first program,7,0.0743,14.7,Low,Low,0.38,0.69,0.947,"trustworthy_supply_rate=20% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (4-62%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Uttarakhand,Almora,Verify-first data / records campaign,1,0.1828,13.1,Low,Low,0.502,0.54,0.572,"planning_category=mixed_or_monitor | needs_human_review_rate=75% | critical_supply_gap_rate=75% | fragility: district uncertainty: medium, small observed sample (4 rows), high critical-supply-gap rate (75%), wide supply CI (15-85%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Uttarakhand,Almora,PM-JAY / insurance enrollment support,2,0.0619,11.4,Low,Low,0.437,0.54,0.574,"hh_health_insurance_pct=66% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium, small observed sample (4 rows), high critical-supply-gap rate (75%), wide supply CI (15-85%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Uttarakhand,Almora,Pharmacy-based chronic care screening,3,0.0235,11.5,Low-Medium,Low,0.456,0.54,0.554,"high_bp_pct=29% | high_blood_sugar_pct=12% | ncd_signal_rate=0% | diagnostic_signal_rate=25% | fragility: district uncertainty: medium, small observed sample (4 rows), high critical-supply-gap rate (75%), wide supply CI (15-85%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Uttarakhand,Almora,Community health worker outreach,4,0.0204,12.8,Medium,Low,0.469,0.54,0.6,"needs_human_review_rate=75% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (4 rows), high critical-supply-gap rate (75%), wide supply CI (15-85%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Uttarakhand,Almora,Mobile primary care clinic,5,-0.071,20.7,High,Low,0.59,0.54,0.768,"planning_category=mixed_or_monitor | trustworthy_supply_rate=50% | capacity_observed_rate=25% | observed_capacity_median=200 | fragility: district uncertainty: medium, small observed sample (4 rows), high critical-supply-gap rate (75%), wide supply CI (15-85%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Uttarakhand,Almora,OB referral network + prenatal telehealth & transport,6,-0.0885,14.1,Medium-High,Low,0.5,0.54,0.619,"institutional_birth_5y_pct=80% | anaemia_w15_49_pct=33% | maternity_signal_rate=0% | fragility: district uncertainty: medium, small observed sample (4 rows), high critical-supply-gap rate (75%), wide supply CI (15-85%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Uttarakhand,Almora,Telehealth-first program,7,-0.074,8.7,Low,Low,0.305,0.69,0.694,"trustworthy_supply_rate=50% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (4 rows), high critical-supply-gap rate (75%), wide supply CI (15-85%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Madhya Pradesh,Satna,Verify-first data / records campaign,1,0.3377,17.8,Low,Low,0.725,0.75,0.627,"planning_category=supply_record_quality_problem | needs_human_review_rate=100% | critical_supply_gap_rate=0% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), wide supply CI (0-66%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Madhya Pradesh,Satna,PM-JAY / insurance enrollment support,2,0.3338,21.7,Low,Low,0.679,0.75,0.816,"hh_health_insurance_pct=22% | planning_category=supply_record_quality_problem | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), wide supply CI (0-66%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Madhya Pradesh,Satna,Community health worker outreach,3,0.0368,12.9,Medium,Low,0.525,0.75,0.627,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), wide supply CI (0-66%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Madhya Pradesh,Satna,Mobile primary care clinic,4,-0.044,21.7,High,Low,0.67,0.75,0.83,"planning_category=supply_record_quality_problem | trustworthy_supply_rate=0% | capacity_observed_rate=50% | observed_capacity_median=250 | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), wide supply CI (0-66%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Madhya Pradesh,Satna,Pharmacy-based chronic care screening,5,-0.0894,6.9,Low-Medium,Low,0.408,0.75,0.435,"high_bp_pct=16% | high_blood_sugar_pct=13% | ncd_signal_rate=50% | diagnostic_signal_rate=50% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), wide supply CI (0-66%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Madhya Pradesh,Satna,OB referral network + prenatal telehealth & transport,6,-0.208,9.6,Medium-High,Low,0.472,0.75,0.522,"institutional_birth_5y_pct=86% | anaemia_w15_49_pct=57% | maternity_signal_rate=50% | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), wide supply CI (0-66%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Madhya Pradesh,Satna,Telehealth-first program,7,0.0789,14.3,Low,Low,0.43,0.9,0.965,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (2 rows), high needs-review rate (100%), wide supply CI (0-66%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Uttar Pradesh,Muzaffarnagar,PM-JAY / insurance enrollment support,1,0.6742,43.8,Low,Medium,0.755,0.31,1.098,"hh_health_insurance_pct=8% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium, wide supply CI (31-86%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Uttar Pradesh,Muzaffarnagar,Verify-first data / records campaign,2,0.133,11.8,Low,Medium,0.439,0.31,0.51,"planning_category=mixed_or_monitor | needs_human_review_rate=50% | critical_supply_gap_rate=38% | fragility: district uncertainty: medium, wide supply CI (31-86%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Uttar Pradesh,Muzaffarnagar,Pharmacy-based chronic care screening,3,0.0279,11.4,Low-Medium,Medium,0.409,0.31,0.527,"high_bp_pct=23% | high_blood_sugar_pct=13% | ncd_signal_rate=62% | diagnostic_signal_rate=62% | fragility: district uncertainty: medium, wide supply CI (31-86%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Uttar Pradesh,Muzaffarnagar,Community health worker outreach,4,0.0017,12.1,Medium,Medium,0.412,0.31,0.553,"needs_human_review_rate=50% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, wide supply CI (31-86%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Uttar Pradesh,Muzaffarnagar,Mobile primary care clinic,5,-0.0798,19.1,High,Medium,0.52,0.31,0.696,"planning_category=mixed_or_monitor | trustworthy_supply_rate=62% | capacity_observed_rate=50% | observed_capacity_median=66 | fragility: district uncertainty: medium, wide supply CI (31-86%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Uttar Pradesh,Muzaffarnagar,OB referral network + prenatal telehealth & transport,6,-0.1141,11.7,Medium-High,Medium,0.414,0.31,0.535,"institutional_birth_5y_pct=87% | anaemia_w15_49_pct=46% | maternity_signal_rate=88% | fragility: district uncertainty: medium, wide supply CI (31-86%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Uttar Pradesh,Muzaffarnagar,Telehealth-first program,7,-0.0151,9.5,Low,Low,0.274,0.31,0.655,"trustworthy_supply_rate=62% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, wide supply CI (31-86%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",False,
Madhya Pradesh,Burhanpur,PM-JAY / insurance enrollment support,1,0.2836,20.8,Low,Low,0.718,0.63,0.677,"hh_health_insurance_pct=42% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Madhya Pradesh,Burhanpur,Verify-first data / records campaign,2,-0.0089,4.3,Low,Low,0.35,0.63,0.288,"planning_category=referral_or_capacity_candidate | needs_human_review_rate=0% | critical_supply_gap_rate=0% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Madhya Pradesh,Burhanpur,Pharmacy-based chronic care screening,3,-0.1242,5.2,Low-Medium,Low,0.346,0.63,0.35,"high_bp_pct=15% | high_blood_sugar_pct=8% | ncd_signal_rate=100% | diagnostic_signal_rate=50% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Madhya Pradesh,Burhanpur,Community health worker outreach,4,-0.188,3.7,Medium,Low,0.3,0.63,0.288,"needs_human_review_rate=0% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Madhya Pradesh,Burhanpur,OB referral network + prenatal telehealth & transport,5,-0.244,7.6,Medium-High,Low,0.409,0.63,0.435,"institutional_birth_5y_pct=91% | anaemia_w15_49_pct=57% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Madhya Pradesh,Burhanpur,Mobile primary care clinic,6,-0.375,7.8,High,Low,0.43,0.63,0.423,"planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=100% | capacity_observed_rate=50% | observed_capacity_median=160 | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Madhya Pradesh,Burhanpur,Telehealth-first program,7,-0.2553,2.0,Low,Low,0.18,0.78,0.288,"trustworthy_supply_rate=100% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (2 rows), wide supply CI (34-100%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Assam,Nagaon,Verify-first data / records campaign,1,0.7831,37.5,Low,Low,0.8,0.66,1.118,"planning_category=mixed_or_monitor | needs_human_review_rate=100% | critical_supply_gap_rate=100% | fragility: district uncertainty: medium, small observed sample (6 rows), high needs-review rate (100%), high critical-supply-gap rate (100%), wide supply CI (10-70%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
